,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Participant,Domain,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
789,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,121,Loan,,,,,,,,,,,,,,,,,,,,
790,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,302,Loan,,,,,,,,,,,,,,,,,,,,
791,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,593,Loan,,,,,,,,,,,,,,,,,,,,
792,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,362,Loan,,,,,,,,,,,,,,,,,,,,
793,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,512,Loan,,,,,,,,,,,,,,,,,,,,
794,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,152,Loan,,,,,,,,,,,,,,,,,,,,
795,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,114,Loan,,,,,,,,,,,,,,,,,,,,
796,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,242,Loan,,,,,,,,,,,,,,,,,,,,
797,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,98,Loan,,,,,,,,,,,,,,,,,,,,
798,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,441,Loan,,,,,,,,,,,,,,,,,,,,
799,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,332,Loan,,,,,,,,,,,,,,,,,,,,
800,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,186,Loan,,,,,,,,,,,,,,,,,,,,
801,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,292,Loan,,,,,,,,,,,,,,,,,,,,
802,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,179,Loan,,,,,,,,,,,,,,,,,,,,
803,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,463,Loan,,,,,,,,,,,,,,,,,,,,
804,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,264,Loan,,,,,,,,,,,,,,,,,,,,
805,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,195,Loan,,,,,,,,,,,,,,,,,,,,
806,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,90,Loan,,,,,,,,,,,,,,,,,,,,
807,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,426,Loan,,,,,,,,,,,,,,,,,,,,
808,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,230,Loan,,,,,,,,,,,,,,,,,,,,
809,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,404,Loan,,,,,,,,,,,,,,,,,,,,
810,Agree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,616,Loan,,,,,,,,,,,,,,,,,,,,
811,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,602,Loan,,,,,,,,,,,,,,,,,,,,
812,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,287,Loan,,,,,,,,,,,,,,,,,,,,
813,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,99,Loan,,,,,,,,,,,,,,,,,,,,
814,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,31,Loan,,,,,,,,,,,,,,,,,,,,
815,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,94,Loan,,,,,,,,,,,,,,,,,,,,
816,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,590,Loan,,,,,,,,,,,,,,,,,,,,
817,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,53,Loan,,,,,,,,,,,,,,,,,,,,
818,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,138,Loan,,,,,,,,,,,,,,,,,,,,
819,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,587,Loan,,,,,,,,,,,,,,,,,,,,
820,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,313,Loan,,,,,,,,,,,,,,,,,,,,
821,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,363,Loan,,,,,,,,,,,,,,,,,,,,
822,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,338,Loan,,,,,,,,,,,,,,,,,,,,
823,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,519,Loan,,,,,,,,,,,,,,,,,,,,
824,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,Loan,,,,,,,,,,,,,,,,,,,,
825,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,628,Loan,,,,,,,,,,,,,,,,,,,,
826,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,533,Loan,,,,,,,,,,,,,,,,,,,,
827,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,397,Loan,,,,,,,,,,,,,,,,,,,,
828,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,13,Loan,,,,,,,,,,,,,,,,,,,,
829,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,66,Loan,,,,,,,,,,,,,,,,,,,,
830,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,4,Loan,,,,,,,,,,,,,,,,,,,,
831,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,452,Loan,,,,,,,,,,,,,,,,,,,,
832,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,296,Loan,,,,,,,,,,,,,,,,,,,,
833,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,123,Loan,,,,,,,,,,,,,,,,,,,,
834,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,366,Loan,,,,,,,,,,,,,,,,,,,,
835,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,473,Loan,,,,,,,,,,,,,,,,,,,,
836,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,517,Loan,,,,,,,,,,,,,,,,,,,,
837,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,141,Loan,,,,,,,,,,,,,,,,,,,,
838,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,303,Loan,,,,,,,,,,,,,,,,,,,,
839,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,359,Loan,,,,,,,,,,,,,,,,,,,,
840,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,365,Loan,,,,,,,,,,,,,,,,,,,,
841,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,551,Loan,,,,,,,,,,,,,,,,,,,,
842,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,345,Loan,,,,,,,,,,,,,,,,,,,,
843,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,475,Loan,,,,,,,,,,,,,,,,,,,,
844,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,571,Loan,,,,,,,,,,,,,,,,,,,,
845,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,594,Loan,,,,,,,,,,,,,,,,,,,,
846,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,183,Loan,,,,,,,,,,,,,,,,,,,,
847,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,54,Loan,,,,,,,,,,,,,,,,,,,,
848,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,256,Loan,,,,,,,,,,,,,,,,,,,,
849,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,606,Loan,,,,,,,,,,,,,,,,,,,,
850,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,20,Loan,,,,,,,,,,,,,,,,,,,,
851,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,108,Loan,,,,,,,,,,,,,,,,,,,,
852,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,288,Loan,,,,,,,,,,,,,,,,,,,,
853,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,629,Loan,,,,,,,,,,,,,,,,,,,,
854,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,213,Loan,,,,,,,,,,,,,,,,,,,,
855,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,172,Loan,,,,,,,,,,,,,,,,,,,,
856,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,554,Loan,,,,,,,,,,,,,,,,,,,,
857,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Neutral,448,Loan,,,,,,,,,,,,,,,,,,,,
858,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,364,Loan,,,,,,,,,,,,,,,,,,,,
859,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,12,Loan,,,,,,,,,,,,,,,,,,,,
860,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,60,Loan,,,,,,,,,,,,,,,,,,,,
861,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,537,Loan,,,,,,,,,,,,,,,,,,,,
862,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,385,Loan,,,,,,,,,,,,,,,,,,,,
863,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,379,Loan,,,,,,,,,,,,,,,,,,,,
864,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,284,Loan,,,,,,,,,,,,,,,,,,,,
865,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,247,Loan,,,,,,,,,,,,,,,,,,,,
866,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,21,Loan,,,,,,,,,,,,,,,,,,,,
867,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,211,Loan,,,,,,,,,,,,,,,,,,,,
868,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,596,Loan,,,,,,,,,,,,,,,,,,,,
869,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,2,Loan,,,,,,,,,,,,,,,,,,,,
870,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,112,Loan,,,,,,,,,,,,,,,,,,,,
871,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,50,Loan,,,,,,,,,,,,,,,,,,,,
872,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,420,Loan,,,,,,,,,,,,,,,,,,,,
873,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,34,Loan,,,,,,,,,,,,,,,,,,,,
874,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,630,Loan,,,,,,,,,,,,,,,,,,,,
875,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,14,Loan,,,,,,,,,,,,,,,,,,,,
876,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,614,Loan,,,,,,,,,,,,,,,,,,,,
877,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,416,Loan,,,,,,,,,,,,,,,,,,,,
878,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,171,Loan,,,,,,,,,,,,,,,,,,,,
879,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,143,Loan,,,,,,,,,,,,,,,,,,,,
880,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,28,Loan,,,,,,,,,,,,,,,,,,,,
881,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,320,Loan,,,,,,,,,,,,,,,,,,,,
882,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,46,Loan,,,,,,,,,,,,,,,,,,,,
883,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,605,Loan,,,,,,,,,,,,,,,,,,,,
884,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Disagree,370,Loan,,,,,,,,,,,,,,,,,,,,
885,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,71,Loan,,,,,,,,,,,,,,,,,,,,
886,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,588,Loan,,,,,,,,,,,,,,,,,,,,
887,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,82,Loan,,,,,,,,,,,,,,,,,,,,
888,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,10,Loan,,,,,,,,,,,,,,,,,,,,
889,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,76,Loan,,,,,,,,,,,,,,,,,,,,
